cluster_id,cluster_size,original_index,selection_score,doc_id,title,url,date,source
95,160,47280,0.869453489780426,202303230560011451262,광주 종합버스터미널 내 음식점 불…30여 명 대피,https://n.news.naver.com/mnews/article/056/0011451262?rc=N&ntype=RANKING,20230323,KBS
96,279,7819,0.8732091188430786,202311142140001311651,경남 폐기물업체 불 14시간 만에 완진‥곳곳 화재,https://n.news.naver.com/mnews/article/214/0001311651,20231114,MBC
97,139,21247,0.8461377620697021,202308030200003512918,"“산불 꺼준 한국 구호대, 감사합니다” 배웅하는 加 총리",https://n.news.naver.com/mnews/article/020/0003512918,20230803,동아일보
98,536,33365,0.9453614354133606,202304270870000967227,[포토뉴스]강원도행정동우회 강릉 산불 피해 성금 전달,https://n.news.naver.com/mnews/article/087/0000967227?rc=N&ntype=RANKING,20230427,강원일보
99,746,43140,0.8895554542541504,202304036290000209539,화재로 불에 타버린 건물 [포토],https://n.news.naver.com/mnews/article/629/0000209539?rc=N&ntype=RANKING,20230403,더팩트
100,170,62819,0.9582207202911377,202301201230002295593,서울 강남 구룡마을서 큰 불…주민 500여 명 긴급 대피,https://n.news.naver.com/mnews/article/123/0002295593?rc=N&ntype=RANKING,20230120,조세일보
101,394,40937,0.9326951503753662,202304074210006734407,"금융당국, 산불피해 가계·기업에 '긴급자금·대출연장' 지원",https://n.news.naver.com/mnews/article/421/0006734407?rc=N&ntype=RANKING,20230407,뉴스1
102,523,10188,0.8449718356132507,202310290010014295364,통영 홍도 인근 해상서 낚시어선 화재…승선원 자체 진화,https://n.news.naver.com/mnews/article/001/0014295364,20231029,연합뉴스
103,417,4197,0.9096704721450806,202312046590000016920,"""한밤중에 불길 치솟아"".. 아파트 화재로 50여 명 대피",https://n.news.naver.com/mnews/article/659/0000016920,20231204,전주MBC
104,693,52211,0.8963332176208496,202303090030011731922,"경북소방, 산불 예방 활동 집중…대응체계 구축",https://n.news.naver.com/mnews/article/003/0011731922?rc=N&ntype=RANKING,20230309,뉴시스
105,263,49032,0.9024531841278076,202303170180005444605,“층간소음 스트레스”…윗집 불 지르려 한 60대 체포,https://n.news.naver.com/mnews/article/018/0005444605?rc=N&ntype=RANKING,20230317,이데일리
106,310,26602,0.8211398124694824,202306151090004870445,"안효섭x이성경x유연석, 내부갈등 속 고군분투..산불 사고에 “살린다!” (‘김사부3’)",https://entertain.naver.com/now/read?oid=109&aid=0004870445,20230615,OSEN
107,194,40276,0.7681111097335815,202304110050001600235,초선 오영환 “소방관으로 돌아간다”… 민주당 불출마 이어지나,https://n.news.naver.com/mnews/article/005/0001600235?rc=N&ntype=RANKING,20230411,국민일보
108,569,73520,0.9231492280960083,202211160030011539889,"재난대응안전한국훈련, '화재 진압중'",https://n.news.naver.com/mnews/article/003/0011539889?rc=N&ntype=RANKING,20221116,뉴시스
